350
40 396
29 41 74663
20 7 35097
20 10 74929
27 1 184691
10 25 98182
38 10 164263
31 29 114084
7 40 79770
7 38 115001
41 34 149051
20 11 134387
32 35 43938
6 15 133828
29 10 69387
13 38 157374
22 39 72885
28 4 116826
12 40 75480
1 7 87391
31 40 48767
22 18 32478
37 16 28976
20 31 48523
8 10 196506
16 7 19483
1 2 111407
38 9 100973
29 32 149838
22 7 40890
12 32 122974
8 18 249218
24 31 100425
32 21 92285
36 38 225452
14 5 123378
13 36 166676
12 35 79036
3 30 108046
25 5 142542
26 13 58797
10 18 57674
12 30 102480
15 9 75225
17 35 110871
11 19 151451
37 6 78245
2 39 56007
22 3 42166
34 9 94895
29 40 150168
37 22 14573
25 33 104146
33 37 89532
24 22 104254
26 4 143195
13 2 79112
22 2 48078
12 19 47871
25 28 110050
30 18 98358
32 7 127264
30 40 65546
8 7 257630
6 20 77595
2 12 19722
16 12 15193
31 39 69056
1 33 159186
26 36 123578
15 25 20951
36 6 179203
35 2 90514
17 34 110328
36 28 166051
10 39 98081
19 16 45390
38 5 179022
16 34 107724
4 39 106973
8 22 275032
32 16 129923
39 14 60887
27 5 73558
13 6 71453
10 34 154327
11 37 125607
39 36 151026
34 12 92531
33 26 76342
21 15 32376
37 10 75582
3 10 67362
39 29 115616
19 22 76227
14 32 184301
31 36 147512
27 29 191147
35 9 49294
16 33 82698
4 33 201863
27 17 124845
39 6 100747
33 31 100276
39 13 103919
6 18 60340
41 19 86717
23 33 219124
19 38 150338
14 37 83354
2 32 134452
33 7 71795
4 19 135964
29 12 89557
40 20 90180
11 14 139311
14 25 145343
9 23 212963
14 23 269415
10 33 129301
12 39 36285
29 24 146985
35 33 99166
39 17 4450
32 36 126950
15 35 25931
25 37 61989
10 26 52959
32 5 124005
36 22 151341
30 26 93643
9 8 274838
7 39 31995
15 24 129821
36 21 194263
26 2 20315
37 30 109027
24 4 138342
3 5 123576
35 7 83355
13 35 105695
38 28 156749
20 39 67092
34 15 81078
13 1 159315
26 3 14403
16 14 76520
38 39 116542
37 34 102610
6 26 55625
10 19 91993
26 11 112436
3 13 73200
35 18 74914
35 37 57009
23 30 175570
35 22 56152
2 24 87376
18 38 106589
22 6 92818
28 10 90819
10 31 86323
41 2 67998
30 34 176363
14 26 70164
28 40 10038
41 24 90463
23 39 234723
20 5 94689
9 13 56401
1 4 162369
37 40 53453
24 37 89681
15 33 106104
16 8 255821
29 15 131831
23 12 199844
24 26 76491
14 21 118063
22 5 95126
18 2 15600
19 18 43749
4 15 196525
8 5 307147
11 10 165376
33 32 143104
26 17 40672
40 14 105368
29 37 103340
32 41 131864
40 39 111765
17 3 37401
15 27 170956
24 6 65196
5 24 102848
7 17 27545
9 2 41220
31 41 81047
28 11 170589
40 23 241116
15 40 120963
16 24 82847
8 32 250868
37 32 100947
29 34 182088
32 26 123567
15 5 163512
6 4 187654
25 20 99768
12 37 22027
5 23 198586
37 19 61654
33 9 97247
38 6 166929
36 8 368081
33 38 124921
21 38 51193
24 39 40269
38 34 99895
25 30 155586
28 12 67009
23 38 263209
28 37 63491
31 22 9887
32 17 153911
13 29 148947
13 30 76209
31 16 39720
35 21 58307
11 6 168042
7 26 13127
41 11 160100
40 22 52596
35 36 170888
3 34 98097
7 23 204134
12 1 91681
21 39 65349
20 22 52352
41 39 92831
17 30 115651
14 15 138937
9 28 55776
32 38 143478
28 14 115406
11 25 187596
9 36 144483
10 4 196154
2 40 86958
38 31 104002
11 7 116114
25 21 53327
41 35 97902
32 11 226554
4 22 170958
22 29 117913
40 36 156022
34 19 111611
30 20 71673
31 11 136351
41 28 96095
40 21 95518
16 41 54039
17 4 102523
21 7 83812
9 22 6858
27 14 92310
12 14 69571
35 30 150606
30 27 50542
39 27 129295
15 13 131626
5 21 138048
23 4 332796
22 16 43549
17 20 62642
11 33 179329
23 8 448515
9 18 25620
34 6 156993
19 31 72398
1 11 203505
31 13 59430
14 18 65449
36 2 134463
2 7 24012
35 5 137562
6 32 142265
38 15 83569
24 20 98461
26 38 111304
6 23 264306
1 17 59846
33 27 169095
30 7 106770
41 13 96720
5 10 123311
25 16 90965
27 40 116088
5 7 122300
24 7 63364
24 23 255402
31 14 94098
13 16 65153
23 27 190794
36 41 171261
35 39 115321
17 22 68435
4 35 187399
35 40 95032
16 40 74581
25 32 38958
23 28 251154
23 2 219566
33 34 25026
41 38 158987
28 3 72575
30 38 193119
5 4 169394
24 13 135288
4 14 158960
15 2 89088
28 6 70828
17 19 79706
19 32 90575
31 8 277867
3 33 73071
31 4 167129
2 37 33505
13 7 71950
22 13 63259
27 35 155370
28 30 75584
25 8 289826
39 26 45122
41 23 251595
20 37 44590
3 31 38337
3 8 258906
25 19 123643
2 25 95494
16 1 106874
15 8 308610
34 27 194121
11 24 159929
22 38 94115
30 8 284219
34 40 110817
20 13 80767
21 23 212016
29 14 133956
11 17 143659
21 20 95274
40 3 81046
12 7 4290
31 23 209934
29 2 69835
1 37 113708
12 25 84016
8 41 201782
2 11 123302
38 40 146711
25 7 88306
30 4 192410
34 2 112253
24 32 189730
33 28 105723
19 6 89966
18 41 52398
19 24 115525
29 33 157062
4 20 165165
29 25 110880
21 12 79551
10 17 93631
25 41 92906
31 303
28 9 125746
25 17 191492
22 16 154699
7 21 288496
24 31 30121
15 24 417785
19 7 81040
29 11 68653
31 18 75173
1 22 131184
4 13 111441
8 27 94076
9 20 92833
11 12 112838
21 4 173999
12 4 125912
27 30 96841
22 26 153969
21 15 459228
6 31 212382
4 7 202918
7 28 130640
18 26 115038
18 2 187851
16 21 121058
2 20 139297
8 12 106765
4 20 131924
8 22 65174
25 27 75105
7 13 148670
5 6 175270
17 5 76812
3 29 104970
27 3 161483
23 22 72996
23 21 136973
6 7 159723
1 4 86441
2 8 164714
9 5 98318
10 24 159573
25 22 134800
12 25 112394
26 7 153819
20 19 200209
6 30 129506
11 7 189844
24 3 45071
10 18 140355
15 7 271752
2 13 105843
2 16 169063
5 11 85341
22 6 153876
22 19 152606
3 30 236014
2 1 15787
30 17 151098
22 13 121036
1 5 32528
18 5 143079
12 14 137993
10 1 130998
21 28 216990
23 13 108704
22 21 209969
4 26 93844
24 16 86506
26 13 140409
13 10 87904
27 20 135199
19 30 202378
1 9 65790
23 27 26181
14 20 137571
16 1 156819
19 10 119474
14 17 118759
23 16 107404
7 1 137031
16 5 124291
6 3 188197
9 22 76924
18 1 175607
26 12 82810
19 3 109653
6 24 233268
30 2 122601
17 16 197610
16 3 131577
26 20 169878
28 24 105124
23 6 195806
19 16 145532
4 3 164804
22 24 190273
23 11 38321
10 2 132672
11 16 145725
18 16 18788
6 16 155997
14 16 83595
2 22 146971
6 29 166972
19 9 161354
19 13 67630
10 7 151729
8 18 172397
25 29 124981
12 30 46789
9 14 143758
26 10 145033
14 13 102968
8 1 163040
19 4 166623
10 29 9532
25 9 118159
9 4 131677
7 29 161261
28 17 152370
17 23 121355
23 9 120352
4 31 89612
21 9 217255
31 21 177443
27 26 104689
12 9 5765
17 9 110074
30 28 178300
26 17 187119
30 5 139342
3 9 185799
31 9 143511
1 30 106814
16 7 226572
22 11 111317
27 28 116855
2 25 162945
31 19 127715
2 7 152818
7 17 181315
30 11 159627
3 13 78083
5 10 105102
12 17 104309
12 20 87068
6 12 82717
26 11 148824
3 28 60053
2 5 48315
27 6 169625
19 6 97610
26 16 96250
6 9 88482
22 31 160152
7 9 82771
6 8 189482
28 23 90674
14 5 45440
27 29 56513
10 23 39864
9 10 80488
4 29 60721
20 16 89901
20 30 133857
20 3 195237
28 4 121063
28 1 108086
7 25 183403
25 3 100544
13 25 144568
30 22 117948
4 30 85996
25 10 115449
10 16 121567
26 25 29584
2 17 28547
20 24 176407
4 2 98685
26 24 85057
8 26 177075
28 14 119227
3 18 150365
7 22 148165
30 16 156374
23 24 156759
1 21 151465
6 20 169785
7 12 77006
31 11 93888
15 11 360576
5 26 147757
15 2 383914
20 17 167794
8 15 390150
31 10 140801
27 4 10845
31 25 25352
14 8 96448
8 30 153554
27 14 2372
18 22 173487
12 5 92553
11 8 110227
20 22 113867
29 22 42664
18 15 396085
10 3 114502
14 25 77477
25 19 102363
11 27 64502
17 18 216398
20 28 150609
5 7 169559
22 27 95166
5 23 69249
4 17 127232
25 28 151963
11 6 195555
19 1 157686
16 29 131099
17 1 44284
24 5 173646
9 2 81577
1 20 123510
21 10 176837
14 3 163855
1 25 150701
24 7 235331
30 7 123795
11 9 118603
24 4 119733
19 24 154291
30 29 131044
6 21 277055
13 11 142869
29 15 352587
28 13 18030
18 19 164320
22 10 33132
20 10 80735
1 11 52813
23 20 109018
2 12 75812
8 5 137144
2 11 68600
24 30 205729
29 14 58885
20 7 164074
30 13 160270
25 20 156567
16 31 56385
12 21 211490
2 21 167252
17 8 187112
11 28 128995
2 14 90212
11 18 164513
8 28 101916
5 4 53913
29 24 150041
31 17 190985
21 29 167305
13 31 134287
16 15 377297
10 30 121512
6 25 195111
19 26 72779
9 26 88575
4 16 70378
13 18 96690
25 18 85454
1 6 142742
30 21 184704
17 24 221106
15 27 296074
2 29 123140
18 6 137209
4 10 51189
29 17 151687
12 27 135621
13 1 90056
21 18 139846
29 28 60342
20 8 112777
7 14 214999
13 20 167803
2 6 158529
15 31 396531
5 31 143525
29 20 90267
29 23 30332
31 1 146701
19 12 155589
27 18 100011
2 3 179017
11 19 178595
15 14 298446
27 2 87840
14 31 102829
27 16 81223
9 16 182734
47 375
44 47 48202
22 40 56711
15 24 143007
25 10 53374
39 36 173787
34 1 156693
43 20 331436
18 37 237079
9 38 233382
19 47 130451
5 15 376126
31 22 117400
45 24 64444
29 43 170798
21 12 235336
15 34 138321
14 16 104418
14 39 88734
5 12 449425
23 16 76628
35 47 91502
5 42 357195
32 37 183559
18 10 267335
28 36 134837
10 27 120188
1 38 246865
44 17 158935
6 24 71155
41 42 29757
19 22 45649
10 14 107350
13 22 42612
38 17 296867
9 12 231436
20 19 133437
43 7 175444
14 42 41746
14 29 60535
11 44 100618
42 30 88653
38 33 187737
43 28 245613
13 41 83489
4 30 292511
10 26 85567
45 35 52738
25 19 156025
17 27 196660
4 44 224434
9 8 180990
31 7 145601
24 29 56905
13 12 155288
2 9 179110
19 44 82249
6 10 88265
40 38 142273
43 23 160307
8 10 183347
38 44 141373
15 29 90570
39 6 86985
22 7 110476
14 44 58301
11 30 208911
43 6 185048
4 32 375278
5 36 401110
5 21 333153
22 1 152541
31 14 127073
34 45 62774
11 10 164623
21 33 57838
40 27 76548
20 17 130008
21 31 157446
11 38 225477
5 20 471852
32 36 239318
26 15 67496
42 40 48959
18 33 272176
42 35 109673
27 8 173807
16 6 94716
33 20 209355
46 22 64351
20 8 268542
45 18 228059
28 2 122395
43 40 169464
2 20 197522
44 28 92107
43 33 214928
18 44 218286
27 4 208022
9 31 170112
45 41 80063
30 46 172141
26 40 53932
16 32 210883
34 13 66200
21 2 143042
5 11 391440
31 8 203056
45 14 68074
21 11 179961
24 43 152516
43 3 199265
1 17 136854
32 21 194599
27 1 161675
11 20 144236
31 2 138402
24 40 72085
26 45 46291
9 43 199955
5 46 282684
32 7 177740
45 37 97124
30 44 129186
24 23 62928
45 12 151862
41 44 70290
31 27 115869
43 31 230153
22 44 50000
8 5 393038
1 44 113268
25 43 212565
33 10 77054
11 47 52416
17 21 76151
43 1 274056
37 25 83630
47 37 138585
36 25 167885
12 2 174049
22 36 57509
16 37 170061
12 35 135682
3 18 235480
47 18 245595
14 37 77094
10 38 205378
43 10 232569
15 4 312770
32 34 199073
4 41 280802
25 35 117076
11 26 137161
4 5 531770
32 45 174539
45 8 144071
20 46 190636
6 46 59439
15 6 87530
1 18 308822
22 35 6700
34 38 194374
43 2 250218
6 45 26257
29 2 83901
34 8 177812
4 37 303919
46 33 105833
35 2 38367
3 46 73656
24 20 202352
45 10 73778
43 41 238854
30 27 168763
5 47 339024
4 33 270693
42 29 68607
14 17 130171
10 46 114736
32 27 204343
47 4 272636
22 5 343601
13 19 88261
14 24 112972
8 40 151712
21 19 138603
1 45 115265
31 41 137055
23 46 51212
34 42 101060
27 13 65146
13 16 71686
31 1 182026
22 23 47554
33 31 124467
5 28 372695
24 4 279105
39 9 179666
20 4 383011
9 16 105913
6 14 41817
29 46 45189
26 7 93058
32 22 181809
33 7 118898
5 45 297563
30 2 154209
27 37 131549
28 7 150938
2 41 95313
22 27 22534
19 40 99663
1 24 167939
25 29 116954
3 15 119037
17 41 142160
11 2 125066
46 9 70636
24 39 145068
26 5 343854
39 43 247307
37 7 148369
28 12 219710
38 2 205314
23 15 80079
41 35 94033
7 29 86246
36 10 155163
38 31 202962
13 29 15433
18 11 298011
23 37 98640
45 4 234207
18 25 320709
7 30 142160
9 15 141499
47 13 44887
38 26 177891
45 36 103547
32 1 255302
33 9 143409
20 7 236761
36 3 63408
25 14 160724
45 40 10673
19 16 74723
25 22 123776
28 16 119802
13 44 13199
24 2 97702
47 34 101203
35 40 60714
24 3 71934
25 27 132910
46 11 143573
9 44 108523
38 27 182781
34 29 71749
22 37 141310
37 29 94063
12 26 195121
4 21 292879
7 38 208871
28 37 50582
11 31 162207
16 8 122199
47 41 97599
47 45 41461
20 45 174289
3 21 110971
35 3 12599
13 32 177965
2 8 196340
32 28 234141
4 1 337702
32 6 148282
29 30 131420
20 37 202501
3 17 187122
43 4 392998
19 12 96733
35 17 199721
1 7 178026
37 19 127563
28 33 97380
47 28 131633
26 28 105893
17 45 162235
25 16 107042
6 26 20034
14 20 192545
10 34 115206
4 12 359538
23 35 51557
34 2 151182
38 45 134632
15 40 89236
33 26 99396
15 45 78563
4 18 428798
39 2 143642
3 19 51548
41 18 147996
4 29 226668
40 33 45464
15 2 129037
42 22 105670
26 22 86518
22 38 160247
17 37 87191
14 35 82044
42 27 125507
22 17 205515
36 7 167985
21 37 11040
23 5 299079
41 11 150015
39 23 87000
46 27 86885
10 30 178235
43 26 205082
38 4 365807
30 39 159619
2 14 83324
28 11 170727
37 38 231756
28 23 92588
38 6 157857
9 20 261272
6 11 117102
47 15 120024
46 18 261241
10 29 74015
13 18 231485
41 28 139665
1 33 118541
9 10 161050
8 30 190448
2 44 81667
32 25 267189
32 40 173192
25 26 138941
42 39 130480
32 43 333330
29 6 18718
40 44 17414
21 47 127545
28 30 198561
28 20 151919
27 3 28433
9 36 192496
30 24 183857
16 15 146823
32 42 124233
25 5 354449
15 22 117749
14 47 85610
24 17 213606
40 5 308236
19 17 197777
42 20 233585
13 7 77665
7 8 156479
5 6 323820
31 47 109791
25 6 131204
2 40 99081
16 34 102735
36 15 175258
43 30 280461
41 15 57702
34 22 108812
12 43 310653
32 35 188525
23 21 87600
8 11
7 8 384217
1 7 104780
5 4 262188
7 2 250997
3 1 286605
6 8 670459
5 8 267843
4 3 512243
6 1 181462
2 1 355777
4 8 5655
48 1000
33 19 26453
13 35 82692
32 5 93697
23 7 156888
43 27 90822
34 16 134472
20 44 107186
24 5 66477
43 15 59862
13 47 106981
40 46 51072
29 26 85486
13 6 82308
48 2 26520
6 21 49105
8 22 76123
26 11 65632
47 24 91299
41 25 89678
28 43 79450
29 20 91661
12 3 31562
27 18 56901
10 8 45251
1 27 168966
41 34 60154
23 41 119713
22 14 53010
48 8 97269
8 7 80119
7 6 71774
18 13 64264
20 19 69342
45 33 68316
39 2 96713
48 6 111509
9 6 97073
10 17 55046
47 5 56241
36 10 52766
27 28 84254
27 33 87497
33 16 84341
5 20 97176
22 15 71374
23 39 129753
39 14 137309
43 25 26931
43 2 37009
6 25 21049
2 37 79802
20 24 102768
24 33 64780
30 43 74643
33 35 59953
21 23 91974
28 9 80291
21 3 40133
3 36 62293
21 24 41383
39 6 72105
20 36 66348
37 5 63432
11 18 14678
21 22 46520
14 2 159025
39 34 70194
28 7 69071
38 3 28132
45 4 117555
29 11 90771
28 37 51841
19 14 102586
35 2 89202
14 41 127269
26 28 62175
13 32 122941
10 30 49171
27 47 107904
10 16 117705
12 36 60648
10 41 43387
30 18 40722
6 4 89959
40 29 113642
3 30 58698
13 9 14765
30 5 89556
40 14 135889
2 10 71553
31 22 84418
16 47 102265
35 29 71878
21 26 73111
27 48 113590
9 15 82111
23 25 160025
47 43 84924
25 24 56539
21 42 78720
41 5 28294
6 41 76844
38 23 150441
36 17 61558
39 9 50374
26 16 134055
8 33 53000
44 46 124862
37 48 81177
1 31 143806
1 43 186019
17 27 103498
26 45 104542
15 31 62752
5 31 93931
47 33 73313
8 27 34497
26 25 62130
8 18 22404
3 42 118853
29 47 92646
37 30 40922
15 45 69773
28 18 45529
21 30 33523
5 39 57146
12 26 98012
37 44 88379
25 34 100466
24 44 72468
6 19 52161
32 36 102562
31 36 75016
6 30 67670
40 22 82879
33 46 76621
48 26 51140
11 2 71779
43 14 140650
36 5 93151
22 16 148577
38 45 113184
26 18 69120
32 30 98967
43 11 48599
12 32 90733
25 3 63493
12 28 47456
27 20 79855
47 44 108171
35 10 67162
8 34 62018
21 45 44919
4 46 72551
33 29 82244
20 23 152420
39 3 29661
19 45 47975
27 5 91921
45 39 72109
18 43 33921
29 9 86221
17 11 31919
39 41 28852
8 30 63126
4 36 105203
43 26 35199
24 35 92897
38 11 60786
13 41 81214
18 38 75464
37 17 46797
9 8 97403
12 16 110841
16 37 109456
3 32 105577
15 4 73307
29 46 109337
14 36 136648
42 28 123162
36 30 3595
6 14 139752
7 22 111434
40 3 91290
44 4 81839
23 35 143488
36 2 86725
26 30 91676
17 22 85918
11 9 60321
3 46 93357
34 13 95592
43 22 87640
34 3 72548
13 11 70656
15 5 31179
35 43 92634
38 30 60774
36 6 71265
10 9 83448
23 36 86072
17 46 92622
18 45 52118
20 2 117223
21 27 64100
36 37 44517
18 6 56304
4 30 106159
35 37 58913
17 13 94808
7 13 117719
31 29 104365
21 28 44442
26 41 78878
39 35 36031
24 17 80781
26 22 119631
40 38 98940
4 24 74587
9 44 101746
41 40 48943
17 14 100650
10 26 88759
19 40 54213
38 34 95779
17 40 90555
4 14 157368
28 24 78068
26 17 52466
16 44 136979
7 1 197077
32 9 133244
37 21 7399
11 8 37082
7 38 105987
10 6 64753
41 20 71461
21 11 7479
20 17 90726
42 12 127926
34 17 71813
21 18 7199
6 16 58633
2 45 79922
40 12 79696
13 48 122256
14 35 112766
48 43 63529
29 27 87885
9 7 113665
20 39 55814
34 22 64137
39 22 84299
21 10 15648
17 42 81680
11 30 26044
45 8 56798
10 38 79012
11 48 81257
25 48 90460
18 31 45097
21 29 83292
45 14 144449
8 46 97785
34 37 25016
19 22 49576
3 8 69736
20 31 104184
32 45 20525
46 31 106080
7 20 104008
28 14 143972
27 10 79748
11 34 39894
6 22 95625
29 41 64699
20 42 145006
20 16 127230
22 9 114320
22 38 109884
10 12 51526
33 41 51136
21 8 29603
4 40 21479
15 13 81919
30 35 70079
36 39 62549
29 34 84411
23 16 194031
26 15 81763
36 35 73674
37 22 39121
5 45 100952
45 25 100106
38 33 44868
30 34 65938
15 30 58377
9 14 156721
10 7 80562
47 20 99408
24 3 81516
23 10 76326
22 25 114571
42 9 146520
26 47 106825
15 21 24854
17 5 79553
34 32 97859
35 18 58713
13 30 49042
38 1 91090
4 26 77178
37 26 80510
26 36 95271
39 43 91232
24 12 77261
35 41 63375
12 25 79520
34 7 97329
4 39 99274
27 19 61044
38 16 129209
11 24 48862
46 16 160962
44 6 78346
7 5 80662
38 47 97429
30 44 110326
33 5 79430
42 24 120103
16 4 148592
45 1 166896
38 42 146985
31 9 100414
29 7 74081
2 7 13215
18 10 22847
22 48 120298
45 43 86039
25 30 88719
16 13 140941
19 29 86348
29 43 55385
26 44 75059
33 44 97769
17 47 79206
23 43 133094
24 13 104560
7 30 96345
11 20 58807
19 38 71321
18 12 57875
4 10 73486
14 27 163630
20 13 13711
35 31 32487
17 44 99519
16 25 79682
6 46 102329
40 21 51157
35 40 102671
27 6 113205
26 39 96111
4 43 41979
7 24 56402
17 45 84317
29 45 107956
24 38 104747
1 14 212281
34 9 100215
41 28 16703
44 41 80224
7 37 72313
45 41 72658
5 21 56033
16 3 101077
40 5 43831
15 35 66260
26 7 11405
22 29 115014
24 22 73105
5 28 11591
1 24 173949
3 19 43189
11 22 53999
11 1 151876
40 18 58356
43 24 32608
14 42 178250
25 19 64995
43 32 92598
39 38 57793
6 34 81520
24 16 136221
14 21 99530
35 3 65692
32 28 92140
11 47 57395
46 32 118316
21 19 3056
31 23 129872
16 45 137690
26 3 66450
6 40 100262
42 34 111135
10 34 16767
22 2 118923
31 24 79281
1 42 224614
22 1 179086
39 42 129827
9 4 101961
33 40 74554
12 45 70208
11 27 71579
15 38 72367
25 4 68910
47 8 73407
26 32 113944
30 42 112243
25 33 46757
2 30 83130
9 43 108920
11 31 45377
13 42 141897
41 11 35218
29 10 67644
18 5 57120
10 43 56768
27 37 71499
40 36 88275
34 43 73535
3 41 58513
46 11 60703
3 29 65508
25 32 119529
1 17 142934
5 46 94903
32 31 103342
24 48 96137
46 30 34659
38 48 115521
8 5 57424
30 20 62753
41 19 24683
48 36 93766
26 35 64582
14 23 130264
18 44 73781
22 27 110620
6 32 99582
6 28 93547
23 44 159495
14 7 164444
9 21 67800
19 43 38064
29 4 97364
5 2 67447
32 11 72923
44 31 118878
29 6 62821
1 8 174869
37 20 68784
17 6 39102
7 32 102539
13 21 63177
43 40 63458
23 24 118559
11 6 41626
32 33 88841
42 18 85919
35 12 34130
16 15 77203
30 17 57963
24 19 44439
35 44 87403
47 34 82331
15 40 51828
35 17 12116
14 3 139663
41 22 74259
3 11 32654
19 42 81776
12 19 53732
43 6 47980
7 25 50725
18 3 47332
41 31 65637
13 27 89608
39 37 45178
20 14 155667
48 41 46039
18 16 103144
23 30 89667
48 9 107491
29 8 111710
13 23 138709
47 19 46860
32 24 98784
40 34 68774
32 21 65444
46 41 95921
44 40 103318
45 42 123639
42 25 141831
36 34 69533
48 32 62804
19 5 52977
14 5 155563
2 33 74334
2 24 69617
30 19 36579
24 27 105483
9 27 104373
37 14 92131
7 11 72393
13 25 103357
9 3 54629
1 26 185672
41 42 106459
27 32 70770
25 35 72267
15 37 32253
1 46 169566
3 22 86653
36 9 37872
38 14 153688
7 41 85774
33 4 96033
29 28 81402
3 27 104233
18 19 4143
48 39 74891
39 18 57678
20 6 68597
3 15 61398
47 39 56799
23 3 132107
16 14 198385
40 24 77742
4 21 72636
33 18 30596
31 3 78031
40 7 87252
23 19 95030
39 12 1901
12 46 91712
30 16 126303
21 7 64914
16 36 129898
48 42 137044
19 10 18704
33 20 42889
41 17 51259
38 25 91625
5 12 59047
13 12 63238
29 2 60866
38 13 11732
4 3 112769
41 38 69482
47 37 57315
2 47 100506
45 6 79057
2 3 91070
31 45 82817
46 27 132282
18 25 60852
11 45 52398
33 22 69917
35 11 44035
34 14 70705
34 12 68293
21 12 50676
31 13 101075
11 25 62675
23 8 121577
15 32 84618
18 1 152465
37 18 14598
3 43 81253
8 40 80760
44 42 159700
32 2 89324
1 21 147364
6 26 75422
7 19 61858
17 23 131372
17 38 92705
38 36 64369
19 17 42454
44 45 123481
25 1 172406
29 24 87993
46 2 48471
4 48 83055
37 19 10455
16 43 106613
30 22 80043
34 18 39614
6 31 83705
44 38 109165
6 35 51218
30 12 57053
46 48 55512
24 46 109565
14 31 137428
15 2 75444
48 3 104552
19 35 54570
35 1 130818
41 32 87503
46 19 71238
47 23 141890
36 29 98396
34 4 90253
47 15 25062
15 41 2885
12 17 46246
47 21 49916
42 5 134753
4 13 87196
13 5 83465
35 4 124150
36 28 81560
43 17 80518
39 31 68518
4 27 132801
36 1 155459
47 36 82115
1 5 151933
17 4 112034
28 39 45555
8 4 98304
28 47 44650
27 40 115257
33 13 56600
12 11 58155
5 3 86807
5 11 63512
7 45 93137
7 35 75987
21 33 23397
5 4 65310
20 12 57715
27 16 160045
10 45 60567
40 13 108675
39 11 60056
27 31 101998
40 25 90389
20 40 100919
10 40 52007
32 10 81092
27 44 103410
2 41 72559
10 1 148214
32 35 116958
48 16 126127
40 32 116601
13 44 116511
48 17 97298
5 9 68700
25 8 83256
3 47 86460
9 33 71365
27 38 77876
34 1 141576
29 32 128481
29 15 67584
36 22 83638
